nps_score	checkin_date	checkout_date	created_at	source	order_id	hotel_name	pod_type	nps_review	nps_review_en
10	2023-05-30 0:00:00	2023-05-31 0:00:00	2023-05-31 3:58:51	Android	10181685455916975	Bobobox Mega Bekasi	SKY SINGLE	Air nya deras dan water heater nya berfungsi dengan baik, serta lengkap dengan pengering rambut	The water is fast and the water heater works well, and is complete with a hair dryer
8	2023-05-30 0:00:00	2023-05-31 0:00:00	2023-05-31 3:53:50	Android	10211685452043585	Bobobox Alun-Alun Malang	SKY DOUBLE	Wifi nya kadang lambat. Sandalnya sulit dipakai. But I general bagus	The wifi is sometimes slow. The sandals are difficult to wear. But i general good
8	2023-05-30 0:00:00	2023-05-31 0:00:00	2023-05-31 3:27:35	Android	10191685341502680	Bobocabin Cikole	DELUXE CABIN	900K seharusnya dilengkapi TV  Letak ventilasi kurang pas sehingga jika ada cabin sebelah yang sedang membakar api, baunya masuk hingga ke cabin	900k should be equipped with a TV  The location of the ventilation is not quite right so if there is a cabin next to the fire that is burning the fire, the smell enters to the cabin
10	2023-05-30 0:00:00	2023-05-31 0:00:00	2023-05-31 3:14:34	iOS	10181685429821792	Bobobox Mega Bekasi	Earth Single	Good	Good
10	2023-05-21 0:00:00	2023-05-22 0:00:00	2023-05-31 3:13:47	iOS	10041684644757627	Bobobox Pancoran	Sky Double	Yes	Yes
9	2023-05-30 0:00:00	2023-05-31 0:00:00	2023-05-31 3:05:54	Android	10041685429371338	Bobobox Pancoran	SKY DOUBLE	...	...
9	2023-05-30 0:00:00	2023-05-31 0:00:00	2023-05-31 3:03:33	Android	10191684677434470	Bobocabin Cikole	EXECUTIVE CABIN	Tidak ada tempat buat gantung baju dikamar mandi, malam hr lampu sorot terlalu terang jd ddk diluar silau dan polusi cahaya, lampu dlm kamar tidak bisa mati full wkt mau tidur. Mgk bisa ditambahin kursi ayunan dibagian dpn cabin karna kursi dpn bahan kayu jd ddk kelamaan pantat sakit atau dilapisin busa seperti sofa yg di pantai biarpun kena air tp tidak tembus dan cpt kering	There is no place to hang clothes in the bathroom, the night the spotlight is too bright so DDK outside the glare and light pollution, the lights in the room cannot die full when you want to sleep. Maybe you can add swing chairs in the dpn cabin because the chair dpn wood material so that over time the buttocks are sick or coated with foam like a sofa that is on the beach even though it is hit by water but it is not translucent and cpt is dry
6	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-31 3:01:10	Android	10001685030337645	Bobobox Paskal	SKY SINGLE	Kamar mandinya cenderung kotor (bisa dibilang branch bobobox terkotor yang pernah aku inepin). Air di WCnya kuning dan bau pesing (awal ngira ada yang belum nyiram, ternyata memang warna airnya kuning). Lantainya juga terkesan tidak bersih. Coba toilet di lantai lainnya juga ternyata kondisinya nggak jauh beda. Ruang makan di lantai dasar juga cenderung kotor. Selain itu, masih bisa ditolerir	The bathroom tends to be dirty (arguably the dirty Bobobox branch I have ever been inepin). The water in the toilet is yellow and the smell of urine (the beginning thought that there were those who had not been watering, it turned out that the color of the water was yellow). The floor also seems unclean. Try the toilet on other floors also turned out to be the condition is not much different. The dining room on the ground floor also tends to be dirty. Besides that, it can still be tolerated
8	2023-05-29 0:00:00	2023-05-31 0:00:00	2023-05-31 1:14:32	Android	10061685181857161	Bobobox Kebayoran Baru	EARTH SINGLE	Perlu ada alternatif toilet jongkok dan semprotan di toilet.	There needs to be an alternative squat toilet and spray in the toilet.
10	2023-05-30 0:00:00	2023-05-31 0:00:00	2023-05-31 0:39:38	Android	10201678323107346	Bobocabin Signature Toba	DELUXE CABIN	Very amazing place with good facilities and activities	Very amazing place with good facilities and activities
10	2023-05-28 0:00:00	2023-05-30 0:00:00	2023-05-30 23:18:12	iOS	10241684926335196	Bobocabin Puncak Gunung Mas	Deluxe Cabin	Cabin/pod nyaman, water heater berfungsi baik, toilet bersih, kasur agak keras tapi cukup nyaman utk tidur, communal space dan dapur bersama bersih dan nyaman, suasana sangat tenang dan nyaman, host sangat ramah dan fast respon. Terima kasih	Comfortable cabin/pod, water heater works well, clean toilet, a rather hard but comfortable mattress for sleep, communal space and kitchen together clean and comfortable, the atmosphere is very calm and comfortable, the host is very friendly and fast response. Thank You
10	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-30 15:33:06	Android	10191684946673517	Bobocabin Cikole	STANDARD CABIN	I have a great stay experience, but if i can suggest simething to improve, maybe you can provide sink, to wash hand near every pod, thanks!!	I have a great stay experience, but if i can suggest simething to improve, maybe you can provide sink, to wash hand near every pod, thanks!!
10	2023-05-24 0:00:00	2023-05-25 0:00:00	2023-05-30 13:42:40	Android	10071683623546131	Bobobox Alun-Alun Bandung	SKY DOUBLE	Nyaman poll pengen balik lagi, hostnya juga ramah, baik, cantik pula galon abis lgsg di ganti, topp banget deh bersih juga	Comfortable poll want to go back again, the host is also friendly, good, beautiful gallon after lgsg is replaced, really topp too clean too
0	2023-05-23 0:00:00	2023-05-30 0:00:00	2023-05-30 12:07:59	iOS	10081684814537632	Bobobox Kota Tua	Sky Double	Under the matrace in the room not clean. There is a lot of napkins and hair. What????? Why i must sleep with a hair and napkins?? Plates in the kitchen not clean. Why i must eat from dirty plates??? Today 30.05.2023 comes a group of workers and all the day smells poisonly in the pod. I do not recomend anyone to stay here. 	Under the matrace in the room not clean. There is a lot of napkins and hair. What????? Why i must sleep with a hair and napkins?? Plates in the kitchen not clean. Why i must eat from dirty plates??? Today 30.05.2023 comes a group of workers and all the day smells poisonly in the pod. I do not recomend anyone to stay here. 
10	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-30 7:55:27	iOS	10111685339743916	Bobobox Tanah Abang	Sky Double	Sangat puas 	Very satisfied
10	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-30 6:12:50	Android	10121685387697762	Bobobox Juanda Jakarta	SKY DOUBLE	Paket lengkap, lofff	Complete package, lofff
10	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-30 5:58:32	Android	10261685252956830	Bobocabin Baturraden	DELUXE CABIN	Thanks for the great adventure and friendly staff almost all are helpful and easy to arrange the special request or preference.  Special thanks to Oki, Alfi, Fauzi AND wisnu you guys did great job.  Will definitely to return soon	Thanks for the great adventure and friendly staff almost all are helpful and easy to arrange the special request or preference.  Special thanks to Oki, Alfi, Fauzi AND wisnu you guys did great job.  Will definitely to return soon
9	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-30 5:57:57	Android	10241685192766569	Bobocabin Puncak Gunung Mas	DELUXE CABIN	kendala cuman banner d pinggir jalan mati, sudah conform petugas dan d respon baik	Constraints only banners on the side of the road dead, already conform of officers and D response is good
9	2023-05-03 0:00:00	2023-05-10 0:00:00	2023-05-30 5:36:09	Android	10121682514723462	Bobobox Juanda Jakarta	SKY DOUBLE	Excellent	Excellent
10	2023-05-16 0:00:00	2023-05-17 0:00:00	2023-05-30 5:02:34	iOS	10221684226929979	Bobobox ITC Kuningan	Sky Double	ok	ok
10	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-30 4:46:03	iOS	10241681988596069	Bobocabin Puncak Gunung Mas	Deluxe Cabin	Perpect	Perpect
9	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-30 4:43:28	Android	10191685353650686	Bobocabin Cikole	STANDARD CABIN	Sejukkk	Coldkk
9	2023-05-28 23:00:00	2023-05-29 23:00:00	2023-05-30 4:35:17	iOS	10231683885094707	Bobocabin Kintamani 	Deluxe Cabin	Recomended for holiday	Recomended for holiday
3	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-30 4:31:24	Android	10141685347650708	Bobobox Slamet Riyadi Solo	EARTH DOUBLE	Pegawi tidak ramah	Swing is not friendly
10	2023-05-28 23:00:00	2023-05-29 23:00:00	2023-05-30 4:17:20	iOS	10231682440537890	Bobocabin Kintamani 	Deluxe Cabin	Very good place 	Very good place 
10	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-30 4:13:40	Android	10071685293562994	Bobobox Alun-Alun Bandung	EARTH SINGLE	Great experience	Great experience
10	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-30 3:54:45	Android	10061685274399377	Bobobox Kebayoran Baru	EARTH SINGLE	Nice	Nice
9	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-30 3:54:34	Android	10271685090635839	Bobocabin Padusan	DELUXE CABIN	Harusnya ada jatah makan pagi per 1hari	There should be a breakfast per 1 day
10	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-30 3:53:27	iOS	10271685334040863	Bobocabin Padusan	Deluxe Cabin	Bagus banget cocok buat kalian yg mau healing karna bener2 tenang dan pelayanannya mudah by phone sdh bs pesen makan tanpa naik ke receptionis dan pembayaran dgn mudah QRIS best deh ak kasi nilai 10/10 very recommended 	Very good suitable for those of you who want to healing because it's really calm and the service is easy by phone, you can order without going up to the receptionist and the payment is easily qris best deh
10	2023-05-28 23:00:00	2023-05-29 23:00:00	2023-05-30 3:51:34	iOS	10231676216688715	Bobocabin Kintamani 	Deluxe Cabin	Nyaman dan bersih! Pemandangan bagus! 	Comfortable and clean! Great view!
10	2023-05-28 23:00:00	2023-05-29 23:00:00	2023-05-30 3:45:50	iOS	10231685269297279	Bobocabin Kintamani 	Deluxe Cabin	Verry Good	Verry Good
10	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-30 3:37:47	Android	10351685179996334	Bobocabin Madasari Pangandaran	DELUXE CABIN	Will be back soon as possible	Will be back soon as possible
9	2023-05-28 23:00:00	2023-05-29 23:00:00	2023-05-30 3:29:37	iOS	10231685198379718	Bobocabin Kintamani 	Deluxe Cabin	Sangat baik atas pelayanannya dan saya ucapkan terima kasih atas pelayanan nya	Very good for the service and I thank you for the service
10	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-30 3:25:44	Android	10231685168389403	Bobocabin Kintamani 	DELUXE CABIN	Ini adalah salah satu best exprience untuk dapat stay di bobocabin kintamani, meskipun cuman semalam. Bakalan kesini lagi sih.	This is one of the best exprients to stay at Bobocabin Kintamani, even though it is only overnight. It's going to come here again.
10	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-30 3:21:06	Android	10121685284901986	Bobobox Juanda Jakarta	SKY DOUBLE	I was so impressed. The staff were lovely and kind, the room was SO clean, and everything seemed quite thoughtful in terms of facilities, e.g. large dining area, bathroom, water dispensers. Definitely coming to another bobobox in the future.	I was so impressed. The staff were lovely and kind, the room was SO clean, and everything seemed quite thoughtful in terms of facilities, e.g. large dining area, bathroom, water dispensers. Definitely coming to another bobobox in the future.
10	2023-05-28 23:00:00	2023-05-29 23:00:00	2023-05-30 3:16:56	iOS	10231684938780911	Bobocabin Kintamani 	Deluxe Cabin	View bagus, tempat nyaman, dan recomended untuk pasangan maupun keluarga 	Good view, comfortable place, and recommended for couples and family
8	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-30 3:05:56	Android	10121684845456298	Bobobox Juanda Jakarta	SKY DOUBLE	Kasur yg digunakan sangat keras, lebih baik diganti busa medium / soft karena smua org tidak suka dengan kasur yg keras (ortopedic). Trimakasih	The mattress used is very hard, it is better to replace the medium / soft foam because all people don't like hard mattresses (orthopedic). Thanks
10	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-30 2:54:32	Android	10331685331929044	Bobocabin Ubud	DELUXE CABIN	Good	Good
10	2023-05-28 23:00:00	2023-05-29 23:00:00	2023-05-30 2:51:35	iOS	10231685014094255	Bobocabin Kintamani 	Deluxe Cabin	sangat baik	Very good
10	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-30 2:39:24	Android	10341685337596285	Bobocabin Umarato Sumba	DELUXE CABIN	Nyaman sekali puas menginap disini,pelayananya friendly. Good luck ya	Very comfortable staying overnight here, the servant is friendly. Good luck
9	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-30 2:35:00	Android	10191685349400888	Bobocabin Cikole	DELUXE CABIN	service baik dan tempat nya nyaman	good service and the place is comfortable
8	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-30 2:27:52	iOS	10271685340996583	Bobocabin Padusan	Deluxe Cabin	Worth it....	Worth it....
10	2023-05-24 0:00:00	2023-05-26 0:00:00	2023-05-30 1:43:20	iOS	10031684899274397	Bobobox Dago	Earth Double	Great	Great
10	2023-05-28 0:00:00	2023-05-30 0:00:00	2023-05-30 1:40:31	iOS	10341683717693972	Bobocabin Umarato Sumba	Deluxe Cabin	Very nice camping experience 	Very nice camping experience 
10	2023-05-25 0:00:00	2023-05-26 0:00:00	2023-05-30 1:33:43	iOS	10061684993837420	Bobobox Kebayoran Baru	Sky Double	Host baik , menjelaskan dengan jelas,thx ka fahri	Good host, explaining clearly, THX KA FAHRI
9	2023-05-28 23:00:00	2023-05-29 23:00:00	2023-05-30 1:24:05	iOS	10231682834879091	Bobocabin Kintamani 	Deluxe Cabin Hot Tub	Coming in the evening, check out in the morning 9am. Overall good impression for us. Beautiful view, helpful and friendly staffs.  Just input to add more street signs on the crossroads .	Coming in the evening, check out in the morning 9am. Overall good impression for us. Beautiful view, helpful and friendly staffs.  Just input to add more street signs on the crossroads .
10	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-30 1:18:23	Android	10331685004627854	Bobocabin Ubud	DELUXE CABIN	👍 good deh	👍 good deh
10	2023-05-27 23:00:00	2023-05-29 23:00:00	2023-05-30 1:17:47	iOS	10231684764092163	Bobocabin Kintamani 	Deluxe Cabin	Really lovely view around the cabin, the complementary experiences really suits the surrounding e.g. fireplace, bbq. Would love to visit here again	Really lovely view around the cabin, the complementary experiences really suits the surrounding e.g. fireplace, bbq. Would love to visit here again
7	2023-05-28 0:00:00	2023-05-29 0:00:00	2023-05-30 0:43:55	iOS	10191682663324348	Bobocabin Cikole	Deluxe Cabin	It was not bad	It was not bad
10	2023-05-21 0:00:00	2023-05-22 0:00:00	2023-05-30 0:40:23	Android	10191683882643479	Bobocabin Cikole	DELUXE CABIN	Nyamaaan bgt.. bener2 tempat buat healing terbaiik.. 😍😍😍	Nyamaan really .. Really a place for the healing is the best .. 😍😍😍
10	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-05-30 0:27:05	Android	10031685364051838	Bobobox Dago	EARTH DOUBLE	Si0	Si0
0	2023-05-20 0:00:00	2023-05-21 0:00:00	2023-05-29 17:01:39	iOS	10061684583401136	Bobobox Kebayoran Baru	Earth Double	pelayanan nya tidak ramah buat kaka yg cewe parkiran nya juga ga bebas bentar bentar di gembok yg jaga nya di loby terus ribed harus manggil dlu	The service is not friendly for the kaka whose parking lot is also not free for a while for a while in the padlock who is guarding the loby and keeps calling you
8	2023-05-28 0:00:00	2023-05-29 0:00:00	2023-05-29 16:56:44	iOS	10061685293047763	Bobobox Kebayoran Baru	Sky Double	Ok	Ok
9	2023-05-14 0:00:00	2023-05-15 0:00:00	2023-05-29 14:37:12	iOS	10181684080377934	Bobobox Mega Bekasi	Sky Double	Tol	Toll
0	2023-05-28 0:00:00	2023-05-29 0:00:00	2023-05-29 14:36:18	iOS	10021685026596648	Bobobox Cipaganti	Earth Double	Bobobox terburuk sejauh ini. Manajemen berantakan. Pod dgn AC ga berfungsi tapi malah dijual. Yakali tidur pengap2an di pod sekecil itu gak pakai AC. Disuruh nunggu kejelasan petugas front office dari pertama kali komplen (sekitar jam 16.30) sampai jam 22.00, tetap tidak ada solusi. Akhirnya memutuskan untuk pindah hotel. Apes bgt.  Baca review Google Maps banyak komplen yg serupa. Gak heran sih.	The worst Bobobox so far. Messy management. POD with AC does not function but instead sold. Sleep the stuffy sleep on the small pod that doesn't use AC. Told to wait for the clarity of the front office officers from the first time the complaint (around 16.30) to 22.00, there was still no solution. Finally decided to move the hotel. Apes bgt. Read Google Maps Reviews Many Similar Complents. No wonder.
9	2023-05-20 0:00:00	2023-05-21 0:00:00	2023-05-29 12:45:54	Android	10111684553802327	Bobobox Tanah Abang	SKY DOUBLE	Good	Good
8	2023-05-11 0:00:00	2023-05-12 0:00:00	2023-05-29 9:29:44	iOS	10091683798415659	Bobobox Kota Lama	Earth Double	the host are so nice	the host are so nice
8	2023-05-24 0:00:00	2023-05-25 0:00:00	2023-05-29 9:29:19	iOS	10091684921330396	Bobobox Kota Lama	Earth Double	so comfy	so comfy
10	2023-05-22 0:00:00	2023-05-23 0:00:00	2023-05-29 9:24:07	Android	10221684714017322	Bobobox ITC Kuningan	EARTH SINGLE	5*	5*
10	2023-05-23 0:00:00	2023-05-26 0:00:00	2023-05-29 9:23:51	Android	10221684765497191	Bobobox ITC Kuningan	EARTH DOUBLE	5*	5*
8	2023-05-24 0:00:00	2023-05-25 0:00:00	2023-05-29 9:05:33	Android	10001684744964166	Bobobox Paskal	SKY SINGLE	No comment	No comment
10	2023-05-28 0:00:00	2023-05-29 0:00:00	2023-05-29 8:00:05	Android	10221685249590205	Bobobox ITC Kuningan	EARTH DOUBLE	Mohon berikan kami bobo lovers kulkas khusus di comunal space untuk simpen makanan dan minuman kamii biar awetttt	Please give us a special refrigerator bobo lovers at the comunal space to save food and drinks, so that it will be domestic
10	2023-05-24 0:00:00	2023-05-26 0:00:00	2023-05-29 7:14:40	iOS	10031684899274397	Bobobox Dago	Earth Double	Good ones	Good ones
10	2023-05-28 0:00:00	2023-05-29 0:00:00	2023-05-29 5:55:41	iOS	10031685259609846	Bobobox Dago	Sky Double	Good area , like it . Servise good 	Good area , like it . Servise good 
9	2023-05-28 0:00:00	2023-05-29 0:00:00	2023-05-29 5:31:12	Android	10241685247442214	Bobocabin Puncak Gunung Mas	DELUXE CABIN	All is good, mungkin saran di perbagus untuk area jalan nya untuk tamu (yg bawa mobil), ke lokasi Receptions memudahkan untuk bisa jalan kaki.  Untuk AC kurang dingin di siang hari , tolong di PM (preventif maintenance)	All is good, maybe suggestions in the debagus for the road area for guests (who carry a car), to the location of the reception makes it easy to be able to walk.  For AC less cold during the day, please at PM (Preventive Maintenance)
